# blastn
# Iteration: 0
# Query: MN908947.3 Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome
# RID: 54V5DXD5016
# Database: nt_v5
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 251 hits found
MN908947.3	NC_045512.2	100.000	29903	0	0	1	29903	1	29903	0.0	55221
MN908947.3	MT019531.1	99.997	29899	1	0	1	29899	1	29899	0.0	55208
MN908947.3	MN996528.1	100.000	29891	0	0	1	29891	1	29891	0.0	55199
MN908947.3	MT019532.1	100.000	29890	0	0	1	29890	1	29890	0.0	55197
MN908947.3	MT019529.1	99.990	29899	3	0	1	29899	1	29899	0.0	55197
MN908947.3	MT049951.1	99.983	29903	5	0	1	29903	1	29903	0.0	55193
MN908947.3	MN988668.1	100.000	29881	0	0	2	29882	1	29881	0.0	55180
MN908947.3	MT019533.1	99.997	29883	1	0	1	29883	1	29883	0.0	55179
MN908947.3	MN994468.1	99.993	29883	2	0	1	29883	1	29883	0.0	55173
MN908947.3	MT039890.1	99.970	29903	9	0	1	29903	1	29903	0.0	55171
MN908947.3	MT027064.1	99.993	29882	2	0	1	29882	1	29882	0.0	55171
MN908947.3	MN975262.1	99.983	29891	5	0	1	29891	1	29891	0.0	55171
MN908947.3	MT027062.1	99.990	29882	3	0	1	29882	1	29882	0.0	55166
MN908947.3	MN985325.1	99.990	29882	3	0	1	29882	1	29882	0.0	55166
MN908947.3	MT019530.1	99.980	29889	6	0	1	29889	1	29889	0.0	55162
MN908947.3	MN997409.1	99.987	29882	4	0	1	29882	1	29882	0.0	55160
MN908947.3	MT039888.1	99.983	29882	5	0	1	29882	1	29882	0.0	55156
MN908947.3	MT039887.1	99.987	29882	1	1	1	29882	1	29879	0.0	55156
MN908947.3	LR757996.1	100.000	29868	0	0	21	29888	1	29868	0.0	55156
MN908947.3	LC522974.1	99.987	29878	4	0	4	29881	1	29878	0.0	55153
MN908947.3	LC522972.1	99.987	29878	4	0	4	29881	1	29878	0.0	55153
MN908947.3	MN988713.1	99.973	29882	8	0	1	29882	1	29882	0.0	55153
MN908947.3	LR757995.1	99.993	29871	2	0	17	29887	2	29872	0.0	55151
MN908947.3	MT066176.1	99.993	29870	2	0	1	29870	1	29870	0.0	55149
MN908947.3	MT066175.1	99.993	29870	2	0	1	29870	1	29870	0.0	55149
MN908947.3	LC522975.1	99.983	29878	5	0	4	29881	1	29878	0.0	55147
MN908947.3	LC522973.1	99.983	29878	5	0	4	29881	1	29878	0.0	55147
MN908947.3	MT044257.1	99.977	29882	7	0	1	29882	1	29882	0.0	55143
MN908947.3	MN994467.1	99.977	29882	7	0	1	29882	1	29882	0.0	55143
MN908947.3	LR757998.1	99.993	29866	2	0	26	29891	1	29866	0.0	55142
MN908947.3	MT007544.1	99.957	29903	3	1	1	29903	1	29893	0.0	55140
MN908947.3	MN996530.1	100.000	29854	0	0	15	29868	1	29854	0.0	55130
MN908947.3	MN996531.1	99.993	29857	2	0	14	29870	1	29857	0.0	55125
MN908947.3	MN996529.1	99.993	29852	2	0	13	29864	1	29852	0.0	55116
MN908947.3	MT039873.1	100.000	29833	0	0	4	29836	1	29833	0.0	55092
MN908947.3	MN938384.1	99.990	29838	3	0	33	29870	1	29838	0.0	55084
MN908947.3	MN996527.1	99.993	29825	2	0	34	29858	1	29825	0.0	55066
MN908947.3	MT044258.1	99.920	29882	0	2	1	29882	1	29858	0.0	55027
MN908947.3	LC521925.1	99.913	29872	2	1	4	29875	1	29848	0.0	54998
MN908947.3	MN996532.1	96.117	29877	1136	7	16	29890	1	29855	0.0	48724
MN908947.3	MT020781.1	99.847	21614	33	0	13	21626	1	21614	0.0	39792
MN908947.3	MT020781.1	100.000	4099	0	0	21708	25806	21696	25794	0.0	7570
MN908947.3	MT020781.1	100.000	4004	0	0	25856	29859	25844	29847	0.0	7395
MN908947.3	MG772933.1	89.116	21729	2278	68	6	21696	6	21685	0.0	26943
MN908947.3	MG772933.1	88.907	6833	728	25	23075	29899	22992	29802	0.0	8392
MN908947.3	MG772934.1	88.655	18272	2036	34	3329	21581	3247	21500	0.0	22223
MN908947.3	MG772934.1	89.000	6827	715	28	23084	29899	22931	29732	0.0	8414
MN908947.3	MG772934.1	92.726	3217	227	6	6	3219	6	3218	0.0	4638
MN908947.3	AY395003.1	82.344	17716	2941	169	3956	21577	3832	21454	0.0	15213
MN908947.3	AY395003.1	80.100	5417	986	68	22539	27910	22378	27747	0.0	3947
MN908947.3	AY395003.1	90.079	1653	145	12	28257	29894	27999	29647	0.0	2126
MN908947.3	AY395003.1	79.173	1887	359	28	55	1923	1	1871	0.0	1277
MN908947.3	AY394996.1	82.344	17716	2941	169	3956	21577	3868	21490	0.0	15213
MN908947.3	AY394996.1	80.100	5417	986	68	22539	27910	22414	27783	0.0	3947
MN908947.3	AY394996.1	90.079	1653	145	12	28257	29894	28035	29683	0.0	2126
MN908947.3	AY394996.1	79.283	1926	362	31	16	1923	1	1907	0.0	1312
MN908947.3	AY304488.1	82.332	17716	2943	169	3956	21577	3868	21490	0.0	15202
MN908947.3	AY304488.1	80.059	5416	990	67	22539	27910	22414	27783	0.0	3936
MN908947.3	AY304488.1	89.994	1619	143	12	28257	29860	28117	29731	0.0	2074
MN908947.3	AY304488.1	79.335	1926	361	31	16	1923	1	1907	0.0	1317
MN908947.3	AY304486.1	82.332	17716	2943	169	3956	21577	3868	21490	0.0	15202
MN908947.3	AY304486.1	80.022	5416	992	67	22539	27910	22414	27783	0.0	3925
MN908947.3	AY304486.1	89.957	1633	145	12	28250	29867	28110	29738	0.0	2089
MN908947.3	AY304486.1	79.283	1926	362	31	16	1923	1	1907	0.0	1312
MN908947.3	AY390556.1	82.321	17716	2945	169	3956	21577	3883	21505	0.0	15191
MN908947.3	AY390556.1	80.100	5417	986	68	22539	27910	22429	27798	0.0	3947
MN908947.3	AY390556.1	90.018	1633	144	12	28257	29874	28132	29760	0.0	2095
MN908947.3	AY390556.1	79.257	1938	361	34	6	1923	6	1922	0.0	1314
MN908947.3	EU371564.1	82.315	17716	2946	169	3956	21577	3883	21505	0.0	15186
MN908947.3	EU371564.1	79.922	5379	994	62	22539	27878	22429	27760	0.0	3871
